node_id x y z rotation_angle_xaxis rotation_angle_yaxis rotation_angle_zaxis morphology model_processing model_name model_type
156 -0.08527422686554256 -65.81145195885237 -35.02536434300141 0.0 4.7169401661120185 2.5174508449448636 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
157 40.30410487754298 -15.873553944030103 17.375663519335394 0.0 3.3685705095529417 4.865023193914907 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
158 -36.71391474998659 -9.653522864731897 -15.013440747667678 0.0 3.5685825869915275 2.4271731017824263 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
159 41.369101876287196 -2.505785520490221 15.110235895310097 0.0 2.3605007205350113 5.720212039025031 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
160 28.94164629036719 71.2017871549537 -35.49893194814049 0.0 2.6976042792725248 5.100294048043999 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
161 -5.523066945646565 69.07787936479289 -24.135123338893905 0.0 2.034593952025127 0.5985002869313203 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
162 -0.2825945486689291 31.930228067212056 -46.26475466010212 0.0 0.931963200726572 3.1681707854586287 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
163 -8.691175048979245 38.50929435490459 46.363723118724884 0.0 3.3788964333700657 2.925905226188954 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
164 -21.140348212657205 -22.271049904942032 23.78580532774064 0.0 3.5133478874598008 3.1679627268430215 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
165 13.27909952719332 52.545852281133904 18.332377465876146 0.0 4.906273768085538 3.0612314223166726 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
166 39.49719565057385 66.82533105906373 -19.083847200428657 0.0 2.8492583402378453 4.290898608218779 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
167 6.12871883361322 45.05819391003308 48.342560636904885 0.0 0.5794258829355625 5.017673886987137 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
168 4.903308285792382 48.93181751374129 -40.97719440639823 0.0 1.7404970467300778 2.624416377750244 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
169 20.457219483535635 -6.292900618854176 -26.776476477093368 0.0 4.057397779171147 2.961508785458315 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
170 14.297303417691651 67.81676164628973 11.707710445472966 0.0 3.25551938990678 4.945920301846613 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
171 -8.314688309602259 36.162545952367424 3.8603495231720895 0.0 3.362719823211289 0.8242822155874281 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
172 -23.25590464046173 61.88897621940571 -36.732289983077436 0.0 4.473175560911627 3.0264224360933376 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
173 -8.907878794696076 2.769776755099209 13.205596028531426 0.0 1.6232854437727828 5.211177758485858 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
174 -23.042536365238334 81.01176121323172 1.5898753926324969 0.0 0.838664255464223 3.5177791988490252 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
175 -2.3354090631475057 -16.23464290481927 -39.31894896468657 0.0 3.968122515371563 1.069743399039187 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
176 38.955796124538814 -70.07598581263133 -21.882123753248024 0.0 1.9443926323753387 1.510761571853749 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
177 4.475412933485745 93.59199772610818 -48.84324215213124 0.0 6.2279123873626565 0.030184239591976213 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
178 -35.5318506399425 -35.959664566557294 27.518045691069933 0.0 5.345027748826126 0.5580490738185809 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
179 -6.316473573792821 -40.876515338923454 1.444083486986775 0.0 0.014102496587028675 0.653882894576564 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
180 9.44409968779673 -29.86187118724642 27.14269172954426 0.0 1.080451527654425 4.991872804759848 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
181 -36.48355800331182 12.638571360068621 4.54719311035459 0.0 0.07196539914269058 0.04312380770279886 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
182 -24.773825533739416 20.237398665434917 3.643561134316722 0.0 3.664004427182125 0.8563037119514413 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
183 20.546849400174615 -73.60971817153806 -44.96468172146579 0.0 1.0781472613202503 5.032798479444501 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
184 -0.989765230868839 -88.20544943523795 -7.748106397566267 0.0 0.3803487317373597 1.8620857858455955 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
185 -20.504285818374015 -48.83120391827965 35.945924404132896 0.0 2.0572413096339894 3.189165187176934 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
186 20.52894093115344 52.81772644996853 -15.891640627445367 0.0 3.711037905493476 6.015984491989482 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
187 12.234337560210493 75.47500484072171 41.121250386846995 0.0 5.61375335092443 4.954991877021394 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
188 11.841522451102858 -74.05185299334018 33.71596496784022 0.0 2.1999326232238605 1.3964797561465105 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
189 18.237893585890284 99.97669112831832 24.337107534040673 0.0 2.0217486981200246 1.478807456713372 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
190 0.8468090039586991 77.46806618845373 47.43965302373915 0.0 0.6752130833366414 6.0659800806192194 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
191 -3.182045018903638 17.882698060307746 -27.777122471715046 0.0 1.7388546657385981 3.178164129699751 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
192 -20.32683447429496 104.80203585514542 38.489522679205415 0.0 0.775107447433822 4.105256462450089 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
193 21.563259279977814 75.76756068718173 41.07631393368197 0.0 3.9329854294549147 0.6089692289702471 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
194 -12.436803896478253 -7.0135479834940355 15.934983360594975 0.0 5.455132512009211 3.402972898629887 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
195 23.147181876154953 0.25592513473961276 28.177377814358586 0.0 2.850466756597551 2.611986935287261 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
196 -10.262362081377928 14.547601127114408 19.189517037098305 0.0 4.977254626817021 1.7474678480407229 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
197 2.0877930431682405 -12.128133665101736 8.463687118167705 0.0 3.1046173197788947 5.627758072830346 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
198 32.84052949129658 36.40717396626535 11.877711866242919 0.0 4.18460463572743 3.1326301563487253 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
199 38.906337279095204 30.190496368578813 -2.3959005895292256 0.0 2.209352439268731 1.0750081195974621 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
200 21.039922114682014 63.01539722779178 38.633667871093266 0.0 1.9899691752884079 4.706339645793284 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
201 -17.538425735888087 -35.003924500816915 25.292302812955086 0.0 4.601488045502714 2.1956258394487915 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
202 -46.60785938492191 43.51151733241642 7.352294223534914 0.0 4.580349627928375 0.048249042748614836 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
203 2.24329631288515 104.31846832981121 24.994967643718137 0.0 2.254393008335938 5.38479572484478 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
204 -10.382364350676218 6.118709341819697 -28.483915146363717 0.0 2.306285358546363 3.0788765861765053 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
205 30.821521194306182 21.110145140637684 -5.622767729811731 0.0 2.580385804292306 5.748226175713043 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
206 -15.128971189343863 56.321549712251 -45.07022537522445 0.0 4.156217171154624 6.0888923051199235 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
207 24.222871123934514 -46.13914769569279 -40.707567828184864 0.0 0.3252218211304387 1.1828737706723296 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
208 3.9523997820748997 62.30862514985175 -35.075393904492564 0.0 3.8179862356566607 3.246986395861298 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
209 -7.714247395700516 78.54971130956567 -27.443402205978614 0.0 2.100611303597185 1.2205431260021908 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
210 35.25878367481466 -87.36534582279943 -14.392105051938982 0.0 5.7387051917452085 5.081818984767783 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
211 -29.03134977121203 67.18015175398878 -15.626904579832537 0.0 5.9611583742396235 0.5207735380363704 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
212 18.80610402928613 -21.690839773729262 43.39872323131789 0.0 5.720290768805183 5.074281490661009 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
213 47.756475705824336 -19.916451217228612 -1.1947908161453762 0.0 4.320517642260626 2.826233855681871 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
214 33.223264133898645 -13.54050901344116 4.624542545962563 0.0 5.850610848019798 1.8907811379539867 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
215 -30.378287970377702 -81.32856282421345 -19.2430651350987 0.0 4.875237195667487 4.49578370309733 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
216 -13.582180328446595 23.34322258425842 34.17980389493297 0.0 4.9955872416586296 1.2937412750633237 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
217 -0.926611054913917 43.591454881803884 20.435254658663148 0.0 1.0115211870641425 4.133071932480387 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
218 39.189040516680166 -68.19735850355833 27.173808934472046 0.0 5.08684132208969 5.122902941176877 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
219 -34.55987226431046 36.49708182175716 -29.8208124351839 0.0 6.039127505142253 1.9190904725418756 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
220 -16.193288726795842 -36.90352084672105 -24.846641927175536 0.0 5.6831750846889495 3.5409213917456803 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
221 28.964717025982814 67.40393686702575 33.66842070125791 0.0 3.8987788021873757 1.149032769681451 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
222 -34.40571151559032 89.74508478263782 -18.0061069995092 0.0 0.33845632446433693 4.279460048121991 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
223 31.110787482137216 -13.169121583408891 -11.29034889780977 0.0 5.37177629510666 2.228607119449791 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
224 34.13685157040095 93.0350812315239 5.069944471695253 0.0 5.491271937457162 1.682233261577455 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
225 -16.48918264720686 -69.97926664695645 29.99942105343521 0.0 4.562693457638057 1.7762068714188655 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
226 -22.338424824868962 18.383622952338232 -33.987102683468095 0.0 5.971248815130759 0.4790829721514207 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
227 7.518724287997652 82.08923371623987 28.493113413543238 0.0 6.182266227759645 4.791145395713287 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
228 9.454601391552913 78.0957832175405 6.360808943437897 0.0 1.465818210433019 3.8628843485256787 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
229 34.975792758516675 -62.04031826423072 28.023521557987184 0.0 5.532050380558856 3.005255078530115 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
230 3.814274402867909 104.8302270441836 3.1742878772732466 0.0 4.556824099475309 4.2481030111935025 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
231 -0.6247414764297263 44.03709213174129 -21.18751891983387 0.0 0.06793921231870298 4.386752997646381 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
232 48.81839559439723 -84.79049223733217 7.539051711006629 0.0 3.065962505336904 0.5765058120404837 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
233 -5.383308830759369 -62.95314468769915 -18.816928859942024 0.0 3.3326690731412625 3.7058637352550132 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
234 -7.32181888167243 -61.30109254287578 -39.31578023305775 0.0 4.109641728385465 3.705260237985037 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
235 -39.11621870528516 77.68118800039669 -9.058546113461992 0.0 1.2073835988901436 4.524303134689126 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
236 -23.632188142214257 -51.70673728254354 -29.52209365620134 0.0 4.402616914099973 3.7238736925536746 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
237 -0.3312911027484502 3.0066765354447655 -7.822531066317289 0.0 1.0685656794768443 1.9016339557312745 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
238 -0.6835477347598573 89.4313963700672 -10.006408256841405 0.0 5.538780814882571 2.682741837580222 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
239 35.209119498203016 6.723567502071539 -22.168908616767286 0.0 3.05308087030773 4.454507202205491 components/morphologies/Nr5a1_471087815_m.swc aibs_perisomatic Nr5a1 biophysical
240 -13.63738863679551 25.490383919876606 39.97319973664644 0.0 6.05008857796279 4.632395393104083 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
241 -27.92454153931848 -41.19715020999222 -13.794215893439524 0.0 1.7842813670324207 4.062570070775404 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
242 14.789095373317819 -63.19065243447187 20.053215993015705 0.0 1.1601702092687762 2.3008724784951777 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
243 48.624946888868394 53.1409042433951 -3.4105705160097783 0.0 0.524812494040974 5.851600956091599 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
244 3.4193003159796964 -14.788771506652573 -13.075589624522465 0.0 5.772216182171605 0.15556978424057522 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
245 38.08772177977087 -73.12410199204014 19.402442042694727 0.0 4.265028611527681 0.7541955265121139 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
246 24.131220179756927 18.09409123367253 0.639872789459737 0.0 1.9872552136196744 4.005798376661905 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
247 11.564694367232958 85.35647014950302 6.432870042964598 0.0 5.1089237784549875 3.7524693347404865 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
248 15.346842579440274 32.39363261772516 -34.107477000829576 0.0 4.5480448153724415 4.2685897640474755 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
249 21.678782904387294 -24.934814154908352 -26.759743250441346 0.0 4.360793730182041 1.2087860387998464 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
250 -21.44045466571197 31.49173031397613 33.91243241926956 0.0 4.599471053635351 4.265440909797166 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
251 -6.610378745364616 15.602943059138333 -16.292617573744952 0.0 0.6547346536222644 6.2454140120104595 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
252 -7.112716309472918 53.19140183600538 38.175002899741145 0.0 4.242957144737122 4.6712747956627485 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
253 34.90685981299736 41.01144064847918 -25.35108529607612 0.0 2.0600256871069393 3.651275025099629 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
254 3.542359506018889 -78.06443852928214 -47.4563181119413 0.0 2.126734203047187 1.5711736596936887 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
255 -36.21735077441761 -12.95743707341764 -16.429428072623168 0.0 3.7190938990715785 5.367732451015364 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
256 -36.86208676752031 85.94282824760393 -24.703183298203545 0.0 3.4558596200013887 6.013680295235619 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
257 12.21737295615759 -65.86269213755914 -17.628501045475797 0.0 4.070438871368936 5.985621730054013 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
258 13.501888339976015 -45.00250511556102 -0.4952210793799519 0.0 1.3594020825232929 5.681273933696406 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
259 -4.778321130855458 6.750304532239073 41.98479447984654 0.0 4.677229834768856 0.23090745238421637 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
260 37.85865080232602 78.11467684948114 -29.777619013604884 0.0 4.1383726062845945 5.696068478524744 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
261 -5.844932954869716 53.5009573556854 9.396057735654546 0.0 3.773064178390911 2.819149514016921 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
262 -30.71369044609011 109.63258054161427 8.977982167490891 0.0 0.5457809040107342 0.6002431950046249 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
263 11.340446960893185 -0.9430546287073938 -14.866551457623567 0.0 5.3356307105070435 2.8303966875960818 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
264 0.6331204635109832 81.88290717372277 36.60551839503831 0.0 0.26759188882230717 5.51784782397432 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
265 -6.018060539308681 73.14626548540214 23.25734379587045 0.0 2.3702860422944605 3.294464869026517 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
266 11.988376947206655 2.0006413552924673 -1.7755926242678897 0.0 1.792553633011494 3.206830853960695 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
267 -23.02489767207592 98.12291534205829 -13.225323133754092 0.0 1.2580548709744195 4.216490336577191 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
268 -38.32074811280096 -65.98039500604403 28.302805658933046 0.0 2.3907981787981 5.966929133609778 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
269 34.93578278594678 49.870569998511066 2.9341075432403705 0.0 0.9008279932717647 1.8430319163944884 components/morphologies/Pvalb_470522102_m.swc aibs_perisomatic PV1 biophysical
270 -44.981344292466844 40.78104014651741 -8.885367411168433 0.0 0.3457954076234009 3.6082782136034273 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
271 -9.358685852306222 98.35307754293949 -23.908408479313646 0.0 3.950144543118936 5.7951076166526825 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
272 25.071412716023637 69.9114734777259 -4.091150857807151 0.0 4.894011021875675 0.5013269382323144 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
273 -6.314562244982017 81.46803261303889 -40.071921268210644 0.0 5.219461692120615 1.8704721013369245 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
274 -33.15718042525354 -86.12800087386925 9.453797563299894 0.0 1.2142960356133532 6.26113471017081 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
275 -28.626940227719906 48.126826772229606 -12.601263456885178 0.0 3.876600105319356 3.2429842467431373 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
276 -9.911160385698686 -25.06060679254248 10.68310314386729 0.0 2.5216427556323175 2.7321795605192754 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
277 -6.5533686133143245 105.6230510054062 30.65943967977506 0.0 4.6166819521188325 5.9375877763028155 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
278 -40.254266304208585 46.04422815994637 16.145563264432663 0.0 2.9468489368539412 1.3401545966538697 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
279 -20.229568837484372 -43.070494457757334 20.878088414256574 0.0 0.2006399606894538 5.745256614510292 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
280 -18.276730306221452 -71.04667363036857 34.27686125004316 0.0 2.924840052933661 4.348315616338143 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
281 33.07362314965822 76.81529434407332 24.316106205842562 0.0 2.501331451685001 1.1458224060415099 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
282 14.276705178336867 48.45763875300909 29.881505992826526 0.0 0.014081065105316136 4.650404190978294 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
283 -23.45320936751969 -15.25749640959014 22.357303558262412 0.0 4.9388148043233615 3.9169898948508686 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
284 -35.79285400461294 -87.68453704930474 4.148099438531215 0.0 3.1422579498166376 5.066049094383092 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
285 36.28430972067197 -87.64095828162138 28.48621985161188 0.0 3.5453560263313486 5.449303144911436 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
286 19.39490557574154 -21.39520531772888 43.705976652558654 0.0 4.365581285079089 1.9754266786012784 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
287 4.379542715883998 61.744912868439656 -13.661158004227325 0.0 4.4119399939883515 1.4703101787336184 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
288 -34.62381668126471 19.625710505421047 17.336559017333034 0.0 5.322043458583473 4.090536796855998 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
289 18.621086303401242 -69.8300762461673 -32.4380231754319 0.0 3.4900708653538737 3.8059561149346157 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
290 13.930917042288419 -72.18758057058237 -8.73084818091714 0.0 1.476572667328429 0.9555733539249276 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
291 2.727931662562811 -47.53714200343143 -26.04730316301642 0.0 0.7932674722174019 3.6325871770281144 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
292 19.900596984240796 103.04606923314722 20.379064325523004 0.0 3.4765626488432773 4.417356094731181 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
293 -8.511117122340337 -65.19081500267552 -11.329675195852417 0.0 2.0842249906065686 4.585437156590946 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
294 -6.980977239977282 20.159697413740076 -36.80171940309599 0.0 3.611304754646869 2.771812233130764 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
295 37.69715145381417 82.35450449837444 -17.601380264447165 0.0 1.5193382713277166 2.7135658617185987 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
296 -16.65558087742543 75.5418734168161 8.87964206333945 0.0 2.590508682042204 0.6269186008305657 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
297 2.9650834308327276 39.14159269127852 39.83939517534799 0.0 3.883829432245258 1.9318058935578648 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
298 -6.484416105525789 -23.32172092848638 8.648170797233481 0.0 0.8841221621233198 0.43309985905933407 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
299 9.909036058465007 -71.6500241247298 15.020678040878101 0.0 3.849363442799069 3.02027593789004 components/morphologies/Pvalb_469628681_m.swc aibs_perisomatic PV2 biophysical
300 -13.559933700890127 109.92943822909027 16.142882447986743 0.0 0.0 0.0 None None LIF_exc point_process
301 28.740724060108665 -19.181536604439408 23.826337831090942 0.0 0.0 0.0 None None LIF_exc point_process
302 -1.4883312825939765 -24.1073113836218 -19.194599891569368 0.0 0.0 0.0 None None LIF_exc point_process
303 -40.89040677745039 23.6037154922783 12.344105738061282 0.0 0.0 0.0 None None LIF_exc point_process
304 16.006711846320712 75.23439174106869 -37.67981489392168 0.0 0.0 0.0 None None LIF_exc point_process
305 25.344709638986625 76.83943627782965 39.79097741051448 0.0 0.0 0.0 None None LIF_exc point_process
306 -1.2621552799153548 -8.06445815106441 20.286760750065714 0.0 0.0 0.0 None None LIF_exc point_process
307 23.933477718292835 -23.8163783674742 -7.898730778236822 0.0 0.0 0.0 None None LIF_exc point_process
308 15.093915073097238 -9.360992421992627 23.311199882421537 0.0 0.0 0.0 None None LIF_exc point_process
309 34.17772516356664 92.49583486919205 1.3083747141842563 0.0 0.0 0.0 None None LIF_exc point_process
310 27.54284792457149 33.124916062937544 -19.96201439117949 0.0 0.0 0.0 None None LIF_exc point_process
311 48.73919648436664 -76.48358282287786 -4.920465015574064 0.0 0.0 0.0 None None LIF_exc point_process
312 -12.24254657968808 11.54037804245515 8.188860795059322 0.0 0.0 0.0 None None LIF_exc point_process
313 -36.05318139678195 -25.08547227881043 9.592983198581651 0.0 0.0 0.0 None None LIF_exc point_process
314 -18.867852299608693 102.49799383251056 -17.211904885283815 0.0 0.0 0.0 None None LIF_exc point_process
315 29.618636039931527 26.903510624202035 -23.88969405425081 0.0 0.0 0.0 None None LIF_exc point_process
316 -28.128180594752532 -78.23476254389817 -0.4082173289587922 0.0 0.0 0.0 None None LIF_exc point_process
317 -35.96673572443006 64.50706463975348 18.83087495947036 0.0 0.0 0.0 None None LIF_exc point_process
318 1.7189378011363208 -17.101982249651147 0.0099215175102688 0.0 0.0 0.0 None None LIF_exc point_process
